lat,lng,formatted_address,city,uf,cep
-32.5611,-53.37673,"Rua Menna Barreto, 1425, Jaguarão - RS, 96300-000, Brasil",Jaguarão,RS,96300-000
-23.56488,-46.68133,"Rua dos Pinheiros, 324, Pinheiros, São Paulo - SP, 05422-000, Brasil",São Paulo,SP,05422-000
-23.56466,-46.68089,"Rua dos Pinheiros, 266, Pinheiros, São Paulo - SP, 05422-000, Brasil",São Paulo,SP,05422-000
-23.56632,-46.66757,"Rua Barão de Capanema, 551, Jardim Paulista, São Paulo - SP, 01411-011, Brasil",São Paulo,SP,01411-011
-23.54491,-46.64473,"Restaurante Parador, Rua Araújo, 126, República, São Paulo - SP, 01247-090, Brasil",São Paulo,SP,01247-090
-23.55012,-46.64637,"Rua Augusta, 15, República, São Paulo - SP, 01305-000, Brasil",São Paulo,SP,01305-000
-23.54991,-46.64647,"Leburguer Jardins, Rua Augusta, República, São Paulo - SP, 01034-000, Brasil",São Paulo,SP,01034-000
-23.56601,-46.66553,"Rua Oscar Freire, 384, Jardim Paulista, São Paulo - SP, 01426-000, Brasil",São Paulo,SP,01426-000
-23.58276,-46.67395,"Rua Doutor Renato Paes de Barros, 465, Itaim Bibi, São Paulo - SP, 04530-000, Brasil",São Paulo,SP,04530-000
-23.56339,-46.67279,"Rua Melo Alves, 767, Jardim Paulista, São Paulo - SP, 01417-010, Brasil",São Paulo,SP,01417-010
-23.60091,-46.72804,"Rua Nilza Medeiros Martins, 21, Vila Sônia, São Paulo - SP, 05628-010, Brasil",São Paulo,SP,05628-010
-23.57474,-46.64649,"Rua Coronel Oscar Porto, 638, Vila Mariana, São Paulo - SP, 04003-002, Brasil",São Paulo,SP,04003-002
-23.61053,-46.65129,"Avenida Indianópolis, 1401, Saúde, São Paulo - SP, 04063-002, Brasil",São Paulo,SP,04063-002
-23.54665,-46.63855,"Pizza Hut, Rua Coronel Xavier de Toledo, República, São Paulo - SP, 01048-000, Brasil",São Paulo,SP,01048-000
-23.56152,-46.65596,"Museu de Arte de São Paulo Assis Chateaubriand -Masp, Avenida Paulista, 1578, Bela Vista, São Paulo - SP, 01310-000, Brasil",São Paulo,SP,01310-000
-23.56653,-46.66685,"Rua Barão de Capanema, 456, Jardim Paulista, São Paulo - SP, 01411-010, Brasil",São Paulo,SP,01411-010
-23.5841,-46.67615,"Rua Bandeira Paulista, 520, Itaim Bibi, São Paulo - SP, 04532-001, Brasil",São Paulo,SP,04532-001
-23.56524,-46.66973,"Rua Haddock Lobo, 1738, Jardim Paulista, São Paulo - SP, 01414-002, Brasil",São Paulo,SP,01414-002
-23.58903,-46.67747,"Avenida Presidente Juscelino Kubitschek, 816, Itaim Bibi, São Paulo - SP, 04543-000, Brasil",São Paulo,SP,04543-000
-23.5671,-46.67906,"Rua Joaquim Antunes, 110, Pinheiros, São Paulo - SP, 05415-000, Brasil",São Paulo,SP,05415-000
-23.56271,-46.67008,"Empresa Paulistana de Estacionamentos, Rua da Consolação, 3545, Jardim Paulista, São Paulo - SP, 01416-001, Brasil",São Paulo,SP,01416-001
-23.59891,-46.6976,"Bacio di Latte, Avenida Marginal Pinheiros, Morumbi, São Paulo - SP, 05676-030, Brasil",São Paulo,SP,05676-030
-23.56363,-46.6698,"Rua Bela Cintra, 2230, Jardim Paulista, São Paulo - SP, 01415-002, Brasil",São Paulo,SP,01415-002
-23.56545,-46.66649,"Rua Oscar Freire, 523, Jardim Paulista, São Paulo - SP, 01426-001, Brasil",São Paulo,SP,01426-001
-23.56722,-46.66409,"Rua Oscar Freire, 216, Jardim Paulista, São Paulo - SP, 01426-000, Brasil",São Paulo,SP,01426-000
